epoch,accuracy,loss,val_accuracy,val_loss
0,0.5353075265884399,0.9415887594223022,0.7779043316841125,0.5400351881980896
1,0.793470025062561,0.5150136947631836,0.9339407682418823,0.2426309883594513
2,0.8807896971702576,0.35126999020576477,0.9339407682418823,0.19534267485141754
3,0.8716780543327332,0.36396312713623047,0.9407745003700256,0.18285703659057617
4,0.8701594471931458,0.34627383947372437,0.9487471580505371,0.16677944362163544
5,0.8845861554145813,0.3095260560512543,0.9453303217887878,0.16426900029182434
6,0.8990129232406616,0.2925136089324951,0.9544419050216675,0.12963436543941498
7,0.9020501375198364,0.27036184072494507,0.9567198157310486,0.1485026478767395
8,0.900531530380249,0.2818906903266907,0.9510250687599182,0.13773582875728607
9,0.9202733635902405,0.21645328402519226,0.9544419050216675,0.13381636142730713
10,0.9179954528808594,0.22293387353420258,0.9760820269584656,0.08951849490404129
11,0.9286256432533264,0.19446590542793274,0.9760820269584656,0.08180743455886841
12,0.9407745003700256,0.16487926244735718,0.965831458568573,0.1098955050110817
13,0.9309035539627075,0.17255979776382446,0.9612756371498108,0.11969395726919174
14,0.942293107509613,0.16815617680549622,0.9715262055397034,0.10064452141523361
15,0.9483674764633179,0.13068707287311554,0.9669703841209412,0.09766395390033722
16,0.942293107509613,0.1561867594718933,0.9738041162490845,0.07462095469236374
17,0.9514046907424927,0.14558935165405273,0.9578587412834167,0.11390700936317444
18,0.9521639943122864,0.11920244991779327,0.9783599376678467,0.07014600187540054
19,0.9597570300102234,0.11889796704053879,0.9738041162490845,0.07834123820066452
20,0.9665907621383667,0.09163206070661545,0.980637788772583,0.05857858061790466
21,0.950645387172699,0.14493411779403687,0.9738041162490845,0.09418224543333054
22,0.9536826014518738,0.1372002512216568,0.9783599376678467,0.07532522082328796
23,0.9635535478591919,0.11299260705709457,0.9760820269584656,0.062287118285894394
24,0.9612756371498108,0.11653212457895279,0.9794988632202148,0.05827478691935539
25,0.9673500657081604,0.08838555961847305,0.980637788772583,0.07636973261833191
26,0.9711465239524841,0.09197168797254562,0.9863325953483582,0.04084628075361252
27,0.9794988632202148,0.06208467110991478,0.984054684638977,0.05023273825645447
28,0.9536826014518738,0.12104279547929764,0.9851936101913452,0.04612588509917259
29,0.9711465239524841,0.07649508118629456,0.9897494316101074,0.03535572066903114
